date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:56	48190/48190	---M--	200	added ('OK')	image/gif	etag:%22225c1c6794e1cf54863404849e999cdc%22	https://farm3.static.flickr.com/2466/3696756981_7c94065bbc_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2466/3696756981_7c94065bbc_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:46:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:46:56%20GMT	http://farm3.static.flickr.com/2651/3697567004_a91ebf1dd9_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2651/3697567004_a91ebf1dd9_o.12.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:46:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:46:57%20GMT	http://farm4.static.flickr.com/3655/3697567160_5d8fc857b5_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3655/3697567160_5d8fc857b5_o.14.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:46:57	4674/4674	---M--	200	added ('OK')	image/gif	etag:%22baafec9c053ec80438e633eb9cbdf0e0%22	https://farm3.static.flickr.com/2651/3697567004_a91ebf1dd9_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2651/3697567004_a91ebf1dd9_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:46:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:46:57%20GMT	http://farm3.static.flickr.com/2459/3696757035_a8f1c93dd8_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2459/3696757035_a8f1c93dd8_o.16.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:46:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:46:58%20GMT	http://farm4.static.flickr.com/3601/3696757041_b7d66efa60_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3601/3696757041_b7d66efa60_o.18.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:02	26351/26351	---M--	200	added ('OK')	image/jpeg	etag:%224ec6b037a1b3c7ab2bc5ee5b43b3a56c%22	https://farm3.static.flickr.com/2459/3696757035_a8f1c93dd8_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2459/3696757035_a8f1c93dd8_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:02%20GMT	http://farm4.static.flickr.com/3484/3696757249_d353f90a53_o.gif	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3484/3696757249_d353f90a53_o.1a.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:03	32838/32838	---M--	200	added ('OK')	image/jpeg	etag:%22c82cafd3567a05accd845ed6f5476910%22	https://farm4.static.flickr.com/3601/3696757041_b7d66efa60_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3601/3696757041_b7d66efa60_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:04%20GMT	http://farm3.static.flickr.com/2434/3696757049_678af4cd40_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2434/3696757049_678af4cd40_o.1c.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:09	27428/27428	---M--	200	added ('OK')	image/jpeg	etag:%2218662fc027c4d5d3364112b9a9c1463d%22	https://farm3.static.flickr.com/2434/3696757049_678af4cd40_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2434/3696757049_678af4cd40_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:09	45132/45132	---M--	200	added ('OK')	image/gif	etag:%22d62266b592f150bd15eea93cee234e4d%22	https://farm4.static.flickr.com/3484/3696757249_d353f90a53_o.gif	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3484/3696757249_d353f90a53_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:09%20GMT	http://farm4.static.flickr.com/3427/3697566974_100e0f9935_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3427/3697566974_100e0f9935_o.1e.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:10%20GMT	http://farm4.static.flickr.com/3581/3697566988_85d40c1674_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3581/3697566988_85d40c1674_o.20.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:14	29762/29762	---M--	200	added ('OK')	image/jpeg	etag:%22826b1af3658af02a59dac8911e3227fa%22	https://farm4.static.flickr.com/3427/3697566974_100e0f9935_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3427/3697566974_100e0f9935_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:14%20GMT	http://farm3.static.flickr.com/2673/3697567218_0743136867_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2673/3697567218_0743136867_o.22.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:16	6686/6686	---M--	200	added ('OK')	image/gif	etag:%227cf83f47e42206f379ba313e3ab79fb7%22	https://farm3.static.flickr.com/2673/3697567218_0743136867_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2673/3697567218_0743136867_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:16%20GMT	http://farm3.static.flickr.com/2464/3697567010_6ec9371123_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2464/3697567010_6ec9371123_o.24.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:17	4224/4224	---M--	200	added ('OK')	image/gif	etag:%22d93467116607666226a9b0c490f2f3f5%22	https://farm3.static.flickr.com/2464/3697567010_6ec9371123_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2464/3697567010_6ec9371123_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:17%20GMT	http://farm3.static.flickr.com/2423/3700096523_05257f9651_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2423/3700096523_05257f9651_o.26.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:17	48481/48481	---M--	200	added ('OK')	image/jpeg	etag:%22eba3808973d4d39963fd6cc416978de5%22	https://farm4.static.flickr.com/3581/3697566988_85d40c1674_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3581/3697566988_85d40c1674_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:18%20GMT	http://farm3.static.flickr.com/2634/3697567018_e02bac7abc_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2634/3697567018_e02bac7abc_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:19	161195/161195	---M--	200	added ('OK')	image/jpeg	etag:%2293562cf572a852e5ab9ddadbcfa23674%22	https://farm4.static.flickr.com/3655/3697567160_5d8fc857b5_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3655/3697567160_5d8fc857b5_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:20	1256/1256	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2006:04:23%20GMT	http://example.com/dowdfge.gif	C:/My%20Web%20Sites/test/example.com/dowdfge.2a.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:20%20GMT	http://farm3.static.flickr.com/2548/3697567024_2ba90e4745_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2548/3697567024_2ba90e4745_o.2b.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:22	29801/29801	---M--	200	added ('OK')	image/gif	etag:%2204ba482f8138440cee3c29807f57aff5%22	https://farm3.static.flickr.com/2423/3700096523_05257f9651_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2423/3700096523_05257f9651_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:22%20GMT	http://farm4.static.flickr.com/3051/3697567230_663c88d816_o.gif	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3051/3697567230_663c88d816_o.2d.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:24	6120/6120	---M--	200	added ('OK')	image/gif	etag:%22d21da3ee5b229c5a893fd113ee3d597e%22	https://farm4.static.flickr.com/3051/3697567230_663c88d816_o.gif	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3051/3697567230_663c88d816_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:24	38316/38316	---M--	200	added ('OK')	image/gif	etag:%22c069ed19b4acb2f36974de83f55c4cf6%22	https://farm3.static.flickr.com/2634/3697567018_e02bac7abc_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2634/3697567018_e02bac7abc_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:24%20GMT	http://farm3.static.flickr.com/2529/3697567046_d292d3041e_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2529/3697567046_d292d3041e_o.2f.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:25	25919/25919	---M--	200	added ('OK')	image/png	etag:%2286ae84b68f33a6b39bd6e652dada34f7%22	https://farm3.static.flickr.com/2548/3697567024_2ba90e4745_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2548/3697567024_2ba90e4745_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:25%20GMT	http://farm4.static.flickr.com/3463/3697567246_c1131e9c11_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3463/3697567246_c1131e9c11_o.31.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:26	114/114	---M--	200	added ('OK')	image/gif	etag:%2253b7e6ec-72%22	http://www.themostamazingwebsiteontheinternet.com/yeah.gif	C:/My%20Web%20Sites/test/www.themostamazingwebsiteontheinternet.com/yeah.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:27	114/114	---M--	200	added ('OK')	image/gif	etag:%2253b7e6ec-72%22	http://www.themostamazingwebsiteontheinternet.com/yeah1.gif	C:/My%20Web%20Sites/test/www.themostamazingwebsiteontheinternet.com/yeah1.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:27%20GMT	http://farm4.static.flickr.com/3491/3696757145_989a4b6b7c_o.png	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3491/3696757145_989a4b6b7c_o.35.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:28	22979/22979	---M--	200	added ('OK')	image/jpeg	etag:%220ac62b53508f6158418a6f8b19e57d0d%22	https://farm4.static.flickr.com/3463/3697567246_c1131e9c11_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3463/3697567246_c1131e9c11_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:28%20GMT	http://farm4.static.flickr.com/3556/3697567084_e779c4aa14_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3556/3697567084_e779c4aa14_o.37.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:29	9693/9693	---M--	200	added ('OK')	image/png	etag:%2227c41f02828f2d2fb9f3e7ff1d6bc313%22	https://farm4.static.flickr.com/3491/3696757145_989a4b6b7c_o.png	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3491/3696757145_989a4b6b7c_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:29	35037/35037	---M--	200	added ('OK')	image/jpeg	etag:%2295a67cc948f5ae5337c0786775fe028b%22	https://farm3.static.flickr.com/2529/3697567046_d292d3041e_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2529/3697567046_d292d3041e_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:29%20GMT	http://farm3.static.flickr.com/2600/3697567136_f1019901d6_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2600/3697567136_f1019901d6_o.39.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:30	91/91	---M--	200	added ('OK')	image/gif	etag:%229f636781f9f35ec84abe7a8e13bccb55%22	https://farm3.static.flickr.com/2600/3697567136_f1019901d6_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2600/3697567136_f1019901d6_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:30%20GMT	http://farm3.static.flickr.com/2422/3697567114_cbc1af930a_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2422/3697567114_cbc1af930a_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:30%20GMT	http://farm3.static.flickr.com/2428/3697567130_6f8657d051_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2428/3697567130_6f8657d051_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:32	14962/14962	---M--	200	added ('OK')	image/png	etag:%2262e72dd17aafb0a3c0bc65fd89e04064%22	https://farm3.static.flickr.com/2422/3697567114_cbc1af930a_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2422/3697567114_cbc1af930a_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:33	33833/33833	---M--	200	added ('OK')	image/jpeg	etag:%2266421835a08df1dff9fc376648e48cbd%22	https://farm4.static.flickr.com/3556/3697567084_e779c4aa14_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3556/3697567084_e779c4aa14_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:32%20GMT	http://farm3.static.flickr.com/2612/3697567360_fda988095b_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2612/3697567360_fda988095b_o.3f.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:33%20GMT	http://farm3.static.flickr.com/2485/3696757433_73c450ee71_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2485/3696757433_73c450ee71_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:36	39077/39077	---M--	200	added ('OK')	image/png	etag:%2264ff17564559aaf1a98a505873d276b9%22	https://farm3.static.flickr.com/2428/3697567130_6f8657d051_o.png	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2428/3697567130_6f8657d051_o.png	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:36%20GMT	http://farm3.static.flickr.com/2494/3697567342_83d0f81faf_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2494/3697567342_83d0f81faf_o.43.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:37	28170/28170	---M--	200	added ('OK')	image/jpeg	etag:%2278bedc09d5cc71cc01416faa35855a9c%22	https://farm3.static.flickr.com/2612/3697567360_fda988095b_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2612/3697567360_fda988095b_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:38%20GMT	http://farm4.static.flickr.com/3664/3696757381_da57dc8449_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3664/3696757381_da57dc8449_o.45.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:43	31519/31519	---M--	200	added ('OK')	image/jpeg	etag:%2210308a15fb4a780071661719c02396f4%22	https://farm4.static.flickr.com/3664/3696757381_da57dc8449_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3664/3696757381_da57dc8449_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:47:43%20GMT	http://farm3.static.flickr.com/2628/3697567134_826aabb296_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2628/3697567134_826aabb296_o.47.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:49	85333/85333	---M--	200	added ('OK')	image/jpeg	etag:%22a6bdd8f2930c271b0d40e4ee87a555af%22	https://farm3.static.flickr.com/2494/3697567342_83d0f81faf_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2494/3697567342_83d0f81faf_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:47:57	202694/202694	---M--	200	added ('OK')	image/jpeg	etag:%22e5e788f53cbcdfd3b7b6044802880146%22	https://farm3.static.flickr.com/2485/3696757433_73c450ee71_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2485/3696757433_73c450ee71_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:12%20GMT	http://farm4.static.flickr.com/3534/3696757373_22e9882d8b_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3534/3696757373_22e9882d8b_o.49.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:12	4072/4072	---M--	200	added ('OK')	image/gif	etag:%22a0e96d76da9c6a1f95e7fff3944a4609%22	https://farm3.static.flickr.com/2628/3697567134_826aabb296_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2628/3697567134_826aabb296_o.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:13%20GMT	http://farm3.static.flickr.com/2649/3696757361_2a3862e188_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2649/3696757361_2a3862e188_o.4b.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:14%20GMT	http://farm3.static.flickr.com/2519/3696757303_ca79b0e409_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2519/3696757303_ca79b0e409_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:17	19656/19656	---M--	200	added ('OK')	image/jpeg	etag:%22729ed4bc606fecf1fad2787ff45136b2%22	https://farm3.static.flickr.com/2649/3696757361_2a3862e188_o.jpg	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2649/3696757361_2a3862e188_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:17	34797/34797	---M--	200	added ('OK')	image/jpeg	etag:%2249469708d11009c2a4ba10822d21f2e6%22	https://farm4.static.flickr.com/3534/3696757373_22e9882d8b_o.jpg	C:/My%20Web%20Sites/test/farm4.static.flickr.com/3534/3696757373_22e9882d8b_o.jpg	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:17%20GMT	https://www.paypal.com/en_US/i/btn/btn_donateCC_LG.gif	C:/My%20Web%20Sites/test/www.paypal.com/en_US/i/btn/btn_donateCC_LG.4f.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:21	3099/3099	---M--	200	added ('OK')	image/gif	etag:%2260afaa97-c1b%22	https://www.paypalobjects.com/en_US/i/btn/btn_donateCC_LG.gif	C:/My%20Web%20Sites/test/www.paypalobjects.com/en_US/i/btn/btn_donateCC_LG.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:21%20GMT	https://www.paypal.com/en_US/i/scr/pixel.gif	C:/My%20Web%20Sites/test/www.paypal.com/en_US/i/scr/pixel.51.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:24	43/43	---M--	200	added ('OK')	image/gif	etag:%225d5637be-2b%22	https://www.paypalobjects.com/en_US/i/scr/pixel.gif	C:/My%20Web%20Sites/test/www.paypalobjects.com/en_US/i/scr/pixel.gif	(from http://www.themostamazingwebsiteontheinternet.com/)
13:48:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2016:48:24%20GMT	http://farm3.static.flickr.com/2467/3700906760_cf77c1f2f4_o.gif	C:/My%20Web%20Sites/test/farm3.static.flickr.com/2467/3700906760_cf77c1f2f4_o.53.delayed	(from http://www.themostamazingwebsiteontheinternet.com/)
